07/04/2026 - 19:38:12 (-3 TMZ) | 06:00:03:12 (Artemis Clock) | and prop avionics are configured.
08/04/2026 - 03:00:10 (-3 TMZ) | 06:07:25:10 (Artemis Clock) | We estimate it will annunciate in about two hours at the current center walk-off rate. We think the QUAD is suppressed. We commanded it that way, but our tool is showing it enabled, so I wanted to give you the QUAD so that you can verify that it's suppressed so we don't ring an erroneous caution or warning on you in about two hours.
08/04/2026 - 03:01:00 (-3 TMZ) | 06:07:26:00 (Artemis Clock) | Level six.
08/04/2026 - 03:01:04 (-3 TMZ) | 06:07:26:04 (Artemis Clock) | Fantastic. Thanks for checking and I'm glad we're not gonna wake you up with that one.
08/04/2026 - 03:01:23 (-3 TMZ) | 06:07:26:23 (Artemis Clock) | Trending up the entire mission, but no changes, correct? Just a constant trend upward?
08/04/2026 - 03:01:30 (-3 TMZ) | 06:07:26:30 (Artemis Clock) | Checking.
08/04/2026 - 03:01:40 (-3 TMZ) | 06:07:26:40 (Artemis Clock) | No, that's okay. I'm pretty sure, I'm pretty sure we're familiar with this one, so no need, no need.
08/04/2026 - 03:01:57 (-3 TMZ) | 06:07:26:57 (Artemis Clock) | Yeah, and Reed, your memory is good. We had previously talked about this one, but because it was erratic, and now we're seeing a linear trend, so we're just protecting for that.
08/04/2026 - 03:02:03 (-3 TMZ) | 06:07:27:03 (Artemis Clock) | Okay, great. Thank you very much.
08/04/2026 - 03:02:08 (-3 TMZ) | 06:07:27:08 (Artemis Clock) | Thank you and good night number three.
08/04/2026 - 03:02:29 (-3 TMZ) | 06:07:27:29 (Artemis Clock) | I think we might have hit the limit tonight, we'll see. Time will tell. Good night, guys.
08/04/2026 - 06:25:36 (-3 TMZ) | 06:10:50:36 (Artemis Clock) | Please do what you see being able to come caution with the stuff, is there anything we can do to help out?
08/04/2026 - 06:25:42 (-3 TMZ) | 06:10:50:42 (Artemis Clock) | Yeah.
08/04/2026 - 06:26:01 (-3 TMZ) | 06:10:51:01 (Artemis Clock) | Sleep, no action.
08/04/2026 - 06:26:03 (-3 TMZ) | 06:10:51:03 (Artemis Clock) | Integrity Houston, sorry about that. You can go back to sleep.
08/04/2026 - 06:26:21 (-3 TMZ) | 06:10:51:21 (Artemis Clock) | French Airspace.
08/04/2026 - 12:36:39 (-3 TMZ) | 06:17:01:39 (Artemis Clock) | Your friends and colleagues at the Canadian Space Agency wish you another great day on your voyage. Canadians everywhere are inspired by your journey, and we're with you every step of the way. Let's go!
08/04/2026 - 12:58:33 (-3 TMZ) | 06:17:23:33 (Artemis Clock) | Houston Integrity 01, PCD-1 has been shut down and restarted. If that helps, you can see I don't have any new data on there, so take a look, please.
08/04/2026 - 12:58:53 (-3 TMZ) | 06:17:23:53 (Artemis Clock) | I'll give you a quick timeline delta for you. We need to privatize OE-2 at 1840 MET for a quick weather conference. Is that good?
08/04/2026 - 12:59:14 (-3 TMZ) | 06:17:24:14 (Artemis Clock) | Okay, and then accordingly we'll go ahead and delay the ACU power cycle until after that is over.
08/04/2026 - 12:59:33 (-3 TMZ) | 06:17:24:33 (Artemis Clock) | but we'll look and no problem with all of that. Thanks, Mark.
08/04/2026 - 12:59:37 (-3 TMZ) | 06:17:24:37 (Artemis Clock) | You bet.
08/04/2026 - 13:03:38 (-3 TMZ) | 06:17:28:38 (Artemis Clock) | Integrator Houston for Reed, we are going to go ahead and sync your PCD now and your email.
08/04/2026 - 13:03:58 (-3 TMZ) | 06:17:28:58 (Artemis Clock) | Okay, we copy that, and I assume that means hands off email. Does it have any other restrictions, or just hands off everything? Yeah, just hands off email.
08/04/2026 - 13:04:19 (-3 TMZ) | 06:17:29:19 (Artemis Clock) | Okay, yep, thanks, we appreciate that.
08/04/2026 - 13:23:44 (-3 TMZ) | 06:17:48:44 (Artemis Clock) | Houston Integrity for battery charging and .
08/04/2026 - 13:23:50 (-3 TMZ) | 06:17:48:50 (Artemis Clock) | Go ahead, Reed. Orbit, dial one team is with you now.
08/04/2026 - 13:24:36 (-3 TMZ) | 06:17:49:36 (Artemis Clock) | And lead, go ahead. Orbit one team with you now.
08/04/2026 - 13:25:11 (-3 TMZ) | 06:17:50:11 (Artemis Clock) | Houston Integrity, you are over one. Radio check.
08/04/2026 - 13:25:13 (-3 TMZ) | 06:17:50:13 (Artemis Clock) | Read me have you loud and clear, how us?
08/04/2026 - 13:25:32 (-3 TMZ) | 06:17:50:32 (Artemis Clock) | For the docking camera, I know we're going to use it periodically today, but when it is not being used, is there any chance we can unpower and plug in the USB-C power strip? We're running a little bit low on some of our peripheral battery power.
08/04/2026 - 13:25:51 (-3 TMZ) | 06:17:50:51 (Artemis Clock) | And checking on the docking cam.
08/04/2026 - 13:25:53 (-3 TMZ) | 06:17:50:53 (Artemis Clock) | Okay, thanks.
08/04/2026 - 13:26:37 (-3 TMZ) | 06:17:51:37 (Artemis Clock) | And Reed, we're using the docking cam for another 30-30 minutes. After that you can unplug it and use the USB charger.
08/04/2026 - 13:26:57 (-3 TMZ) | 06:17:51:57 (Artemis Clock) | Okay, that sounds awesome Stan, just let us know when we can do that. Thanks. Will do.
08/04/2026 - 13:44:09 (-3 TMZ) | 06:18:09:09 (Artemis Clock) | Integrity Houston for Reed. BCD-1 update is complete. Go for use and email.
08/04/2026 - 13:44:33 (-3 TMZ) | 06:18:09:33 (Artemis Clock) | We also had a couple items for PAO from yesterday in the imagery for downlink on that PCD, three folders with GMT097. Hopefully you guys got those down, but I don't see the downloaded tag on them.
08/04/2026 - 13:44:53 (-3 TMZ) | 06:18:09:53 (Artemis Clock) | Reid will start bringing those down now.
08/04/2026 - 14:00:26 (-3 TMZ) | 06:18:25:26 (Artemis Clock) | Integrity Houston for docking, cam, power.
08/04/2026 - 14:00:47 (-3 TMZ) | 06:18:25:47 (Artemis Clock) | The docking cam is shut down, you can unplug it and plug in the USB charger. If you're taking the camera out, please leave the bracket installed.
08/04/2026 - 14:01:08 (-3 TMZ) | 06:18:26:08 (Artemis Clock) | Yeah, absolutely. We're gonna leave the dock camera installed for the most part today. I don't expect us taking it down, but we'll let you know if we do. Thanks, we're turning it off.
08/04/2026 - 14:01:13 (-3 TMZ) | 06:18:26:13 (Artemis Clock) | Roger.
08/04/2026 - 14:15:13 (-3 TMZ) | 06:18:40:13 (Artemis Clock) | Integrity Houston, we are ready for your weather brief on Private Orion to Earth 2.
08/04/2026 - 14:43:59 (-3 TMZ) | 06:19:08:59 (Artemis Clock) | Houston and AgraD, do you all want the downlink or not this morning?
08/04/2026 - 14:44:20 (-3 TMZ) | 06:19:09:20 (Artemis Clock) | Ann, we always love to see you, but we won't have the bandwidth. Stand by.
08/04/2026 - 14:44:40 (-3 TMZ) | 06:19:09:40 (Artemis Clock) | All right, we've uploaded that. We would love your video. We're going to stop some file download link in order to get it.
08/04/2026 - 14:44:46 (-3 TMZ) | 06:19:09:46 (Artemis Clock) | Okay, sounds good. We'll get it on in just the next minute or two.
08/04/2026 - 14:44:51 (-3 TMZ) | 06:19:09:51 (Artemis Clock) | Looking forward to it.
08/04/2026 - 14:49:03 (-3 TMZ) | 06:19:14:03 (Artemis Clock) | The integrity we're on board with video, you guys look great.
08/04/2026 - 14:49:23 (-3 TMZ) | 06:19:14:23 (Artemis Clock) | And we see your waves and thumbs up.
08/04/2026 - 14:55:35 (-3 TMZ) | 06:19:20:35 (Artemis Clock) | Houston Integrity, we're here with you for the DPC.
08/04/2026 - 14:56:04 (-3 TMZ) | 06:19:21:04 (Artemis Clock) | update on board about 30 minutes ago. Also, the Orion clock drift has been very small, almost exactly zero at entry. For timeline, Victor, first item for you when you're ready to copy.
08/04/2026 - 14:56:31 (-3 TMZ) | 06:19:21:31 (Artemis Clock) | So we'd like to make a change to your flywheel accel stow activity later today. We didn't have a chance to put this in the timeline. So before you work flywheel accel stow, please turn on both accelerometers. Leave them on for five minutes.
08/04/2026 - 14:56:51 (-3 TMZ) | 06:19:21:51 (Artemis Clock) | Access data during that five minutes. How copy?
08/04/2026 - 14:57:17 (-3 TMZ) | 06:19:22:17 (Artemis Clock) | You need to pull it out and make it visible for the news conference after lunch, MET 7 days, 3 hours, 10 minutes. That flag is in Locker Bravo 2, TBB B2, labeled OFK MSB bags and contingency tools. They'll comment on the MSB bags. For microbial concerns, please don't
08/04/2026 - 14:57:36 (-3 TMZ) | 06:19:22:36 (Artemis Clock) | display the flag without opening the bag.
08/04/2026 - 14:58:03 (-3 TMZ) | 06:19:23:03 (Artemis Clock) | All right, question number one: which PCD has the imagery from yesterday's opportunistic observations?
08/04/2026 - 14:58:28 (-3 TMZ) | 06:19:23:28 (Artemis Clock) | I thought I put that in the crew note for the event. Let me think about that. As a PCD rover, I'm not 100% sure at this time. I will check and let you know. What's the next question? Copy. Go to the next question. We saw your...
08/04/2026 - 14:58:51 (-3 TMZ) | 06:19:23:51 (Artemis Clock) | Do you know if there is one or not? Yes, I did add that. It was serial number 15, and I can check on that TCD as well and let you know.
08/04/2026 - 14:59:17 (-3 TMZ) | 06:19:24:17 (Artemis Clock) | Since 1955 and 1945, we have two overlapping activities for Victor's 4K video and Christina's D5 camera urine vent that call for both of you to use the same camera lens, so we apologize for not catching that conflict.
08/04/2026 - 14:59:23 (-3 TMZ) | 06:19:24:23 (Artemis Clock) | You can either hand the lens off in real time, or if it's not practical, it's okay for Victor to use the 35 millimeter lens instead.
08/04/2026 - 14:59:48 (-3 TMZ) | 06:19:24:48 (Artemis Clock) | Okay, we are good on that. Great, and we see the flag. Thank you for pulling that out. Reed, can you please tell us what time you took the historical photos for satellite collection this morning?
08/04/2026 - 15:00:20 (-3 TMZ) | 06:19:25:20 (Artemis Clock) | We are gonna have to do that at a later time stamp. Roger. Next, a favor for the pop console when you're ready to copy numbers.
08/04/2026 - 15:01:00 (-3 TMZ) | 06:19:26:00 (Artemis Clock) | 2214 through 2226, that's 2214 through 2226, but not 2222. We would like all 12 of those to be inhibited if they are that way.
08/04/2026 - 15:01:05 (-3 TMZ) | 06:19:26:05 (Artemis Clock) | You can just say they're all inhibited, you don't have to call them down individually.
08/04/2026 - 15:01:32 (-3 TMZ) | 06:19:26:32 (Artemis Clock) | Yes, please, that's a good readback. Getting near the end here, did you dispense any water from the secondary line yesterday about
08/04/2026 - 15:01:37 (-3 TMZ) | 06:19:26:37 (Artemis Clock) | This time we saw about three hundred and fifty mils come out of the tank.
08/04/2026 - 15:02:05 (-3 TMZ) | 06:19:27:05 (Artemis Clock) | Roger, no problem.
08/04/2026 - 15:02:08 (-3 TMZ) | 06:19:27:08 (Artemis Clock) | Can you please give us a reading for the psi hatch pressure gauge?
08/04/2026 - 15:02:35 (-3 TMZ) | 06:19:27:35 (Artemis Clock) | Copy, just over 2,000. Thank you. That is all we have for you. What do you have for us? Got some AGA readings, CO2 2.3, O2 27.
08/04/2026 - 15:03:01 (-3 TMZ) | 06:19:28:01 (Artemis Clock) | All of it is lit except for number 14 on the second row. And then D5, just in case you've got any ideas. A couple of times yesterday when recording exercise, we didn't know for sure we started the recordings and the camera was not bumped, but it...
08/04/2026 - 15:03:26 (-3 TMZ) | 06:19:28:26 (Artemis Clock) | Copy AGA avatar and mysterious D5 behavior. We'll go look into that.
08/04/2026 - 15:03:53 (-3 TMZ) | 06:19:28:53 (Artemis Clock) | to see the team photos in the daily summary. That just lit us up, and we're looking forward to seeing more one and two photos tomorrow, I hope. Roger that. Thanks for those words.
08/04/2026 - 15:04:03 (-3 TMZ) | 06:19:29:03 (Artemis Clock) | You guys are a sharp-looking bunch. All right, we're ready to get after it. Please do. We will be watching and waiting to help.
08/04/2026 - 15:08:28 (-3 TMZ) | 06:19:33:28 (Artemis Clock) | Houston integrity for answers and one question.
08/04/2026 - 15:08:32 (-3 TMZ) | 06:19:33:32 (Artemis Clock) | We're listening.
08/04/2026 - 15:08:58 (-3 TMZ) | 06:19:33:58 (Artemis Clock) | Both from serial card, serial number 015, are on PCD3. All of our PCDs were full, but we managed to get them on there, and we will start to delete some of the folders that are marked downlinked to make room.
08/04/2026 - 15:09:24 (-3 TMZ) | 06:19:34:24 (Artemis Clock) | Target 2226, not including 2222. And third question for you, I see that I have the toilet acoustic questionnaire today. I completed that activity on my timeline yesterday and left a crew note. Let me know.
08/04/2026 - 15:09:44 (-3 TMZ) | 06:19:34:44 (Artemis Clock) | Thank you.
08/04/2026 - 15:10:10 (-3 TMZ) | 06:19:35:10 (Artemis Clock) | I'm still going to look for that. I got to get these two. I won't forget. Maybe. Don't worry, science won't forget.
08/04/2026 - 15:15:36 (-3 TMZ) | 06:19:40:36 (Artemis Clock) | E5 issue that you reported.
08/04/2026 - 15:15:38 (-3 TMZ) | 06:19:40:38 (Artemis Clock) | Go with the question.
08/04/2026 - 15:15:48 (-3 TMZ) | 06:19:40:48 (Artemis Clock) | So we understand that at least twice you set up recording which stopped on its own at four minutes. We are scratching our heads about that. Did you ever get a recording that lasted longer than that?
08/04/2026 - 15:16:11 (-3 TMZ) | 06:19:41:11 (Artemis Clock) | We do think that we have at least two sessions that were successful for the entire exercise session duration, and then at least two that were between three and four minutes long.
08/04/2026 - 15:16:32 (-3 TMZ) | 06:19:41:32 (Artemis Clock) | the four-minute stops that you reported, or which happened first, I guess, is what we want to know.
08/04/2026 - 15:16:57 (-3 TMZ) | 06:19:41:57 (Artemis Clock) | 3 minutes, 18 seconds or whatever. And so I didn't try anything else. I didn't configure it and moved on and someone else did a session and was able to get a full length. And then another session happened that was between 3 and 4 minutes. So not sure, but they've all been on the same D5, the one that's currently configured with the wide-angle lens, the short D5.
08/04/2026 - 15:17:17 (-3 TMZ) | 06:19:42:17 (Artemis Clock) | Use the other D5 for exercise recording.
08/04/2026 - 15:17:38 (-3 TMZ) | 06:19:42:38 (Artemis Clock) | Okay Stanton, we will do that. Thank you.
08/04/2026 - 15:20:03 (-3 TMZ) | 06:19:45:03 (Artemis Clock) | for photo location and DOTO questions. Go ahead.
08/04/2026 - 15:20:34 (-3 TMZ) | 06:19:45:34 (Artemis Clock) | We have the sun directly out of window 3 right now and window 1. The view that had looked great for imaging the event is now completely washed out. I checked to see, it looks like we're not in a maneuver. So any thoughts on...
08/04/2026 - 15:20:40 (-3 TMZ) | 06:19:45:40 (Artemis Clock) | How we can best knock this out?
08/04/2026 - 15:21:00 (-3 TMZ) | 06:19:46:00 (Artemis Clock) | Unit four, not three in one.
08/04/2026 - 15:24:18 (-3 TMZ) | 06:19:49:18 (Artemis Clock) | And Christina, one more thing for the year-end event: the imagery is considered a nice-to-have, so if you cannot get good pictures, don't worry about it; the primary view is from the saw.
08/04/2026 - 15:24:43 (-3 TMZ) | 06:19:49:43 (Artemis Clock) | Thanks, Christina, that's excellent.
08/04/2026 - 15:25:57 (-3 TMZ) | 06:19:50:57 (Artemis Clock) | Houston, the vessel will be starting in about twenty seconds. Roger.
08/04/2026 - 15:26:55 (-3 TMZ) | 06:19:51:55 (Artemis Clock) | We have a good view out the windows. Our crew camera view is only so-so, and I'm waiting on your go. I will stop recording.
08/04/2026 - 15:26:58 (-3 TMZ) | 06:19:51:58 (Artemis Clock) | Roger, and the saw view is breathtaking.
08/04/2026 - 15:27:15 (-3 TMZ) | 06:19:52:15 (Artemis Clock) | We love a good blizzard.
08/04/2026 - 15:27:21 (-3 TMZ) | 06:19:52:21 (Artemis Clock) | The less said about the snow, the better.
08/04/2026 - 15:27:27 (-3 TMZ) | 06:19:52:27 (Artemis Clock) | And Integrity, we're ready to stop recording.
08/04/2026 - 15:28:13 (-3 TMZ) | 06:19:53:13 (Artemis Clock) | because it will end the recording by pressing the record button.
08/04/2026 - 15:28:33 (-3 TMZ) | 06:19:53:33 (Artemis Clock) | It doesn't matter anyway.
08/04/2026 - 15:28:35 (-3 TMZ) | 06:19:53:35 (Artemis Clock) | Christina, no worries, and we like your forward plan.
08/04/2026 - 15:28:40 (-3 TMZ) | 06:19:53:40 (Artemis Clock) | Thank you.
08/04/2026 - 15:29:47 (-3 TMZ) | 06:19:54:47 (Artemis Clock) | Houston, Integrity, we are waving at you out of window two. It's a beautiful blue little crescent out there.
08/04/2026 - 15:30:07 (-3 TMZ) | 06:19:55:07 (Artemis Clock) | Thank you, we can't quite make you out, but we appreciate the thought.
08/04/2026 - 15:30:13 (-3 TMZ) | 06:19:55:13 (Artemis Clock) | We're working on changing that. Thank you, Stan. And while I have you, can we do another jump just for our purposes?
08/04/2026 - 15:30:17 (-3 TMZ) | 06:19:55:17 (Artemis Clock) | Yes, you may. Please do.
08/04/2026 - 15:30:20 (-3 TMZ) | 06:19:55:20 (Artemis Clock) | Thank you, sir.
08/04/2026 - 15:36:20 (-3 TMZ) | 06:20:01:20 (Artemis Clock) | Houston Integrity ready for the 4K downlink test.
08/04/2026 - 15:36:41 (-3 TMZ) | 06:20:01:41 (Artemis Clock) | you are OK to set it up. We're checking on how long it will take to gain opcom.
08/04/2026 - 15:36:48 (-3 TMZ) | 06:20:01:48 (Artemis Clock) | Okay, it's all set up and just call me when you're ready for me to start the stream.
08/04/2026 - 15:37:08 (-3 TMZ) | 06:20:02:08 (Artemis Clock) | Roger, that's a good config.
08/04/2026 - 15:39:03 (-3 TMZ) | 06:20:04:03 (Artemis Clock) | Houston Integrity for DSTO movies.
08/04/2026 - 15:39:08 (-3 TMZ) | 06:20:04:08 (Artemis Clock) | Go ahead.
08/04/2026 - 15:39:34 (-3 TMZ) | 06:20:04:34 (Artemis Clock) | We did record, and the second video has a star, something stealing the show, which is Crescent Earth coming in from the right side. You all, I guess, will enjoy that. I won't be putting them in images for downlink, so we'll see them on the ground.
08/04/2026 - 15:39:40 (-3 TMZ) | 06:20:04:40 (Artemis Clock) | Excellent, thank you.
08/04/2026 - 15:40:47 (-3 TMZ) | 06:20:05:47 (Artemis Clock) | Integrity Houston for Victor, you can start the 4K stream.
08/04/2026 - 15:42:54 (-3 TMZ) | 06:20:07:54 (Artemis Clock) | It's not a great view. We may shuffle around lenses and get you the wide angle if we can.
08/04/2026 - 15:42:58 (-3 TMZ) | 06:20:07:58 (Artemis Clock) | I think we're going to be using that for our exercise, though. So let me know what you think of this video, and I'm ready for audio checks on that.
08/04/2026 - 15:43:18 (-3 TMZ) | 06:20:08:18 (Artemis Clock) | We appreciate that, and we'll let you know when the 4K is locked up.
08/04/2026 - 15:46:31 (-3 TMZ) | 06:20:11:31 (Artemis Clock) | Houston Integrity one quick question for Reed's exercise.
08/04/2026 - 15:47:05 (-3 TMZ) | 06:20:12:05 (Artemis Clock) | This has been an awesome day here. Hey, can you confirm this is my final exercise on the mission? It will just help me with stowage management. Reed, that's correct.
08/04/2026 - 15:47:10 (-3 TMZ) | 06:20:12:10 (Artemis Clock) | Okay, thanks, Dan.
08/04/2026 - 15:47:16 (-3 TMZ) | 06:20:12:16 (Artemis Clock) | And for what it's worth, today's exercise is the last exercise for all crew members. Starting tomorrow, we will not have a time.
08/04/2026 - 16:00:16 (-3 TMZ) | 06:20:25:16 (Artemis Clock) | Houston Integrity, confirm you are in a good config for me to start aerobic exercise.
08/04/2026 - 16:00:20 (-3 TMZ) | 06:20:25:20 (Artemis Clock) | We are ready for you to start exercise.
08/04/2026 - 16:05:50 (-3 TMZ) | 06:20:30:50 (Artemis Clock) | Leave the video running and you call me when you're ready. We're gonna move on and start getting ready for the ORGDFTO.
08/04/2026 - 16:05:57 (-3 TMZ) | 06:20:30:57 (Artemis Clock) | Victor, that's a good plan.
08/04/2026 - 16:08:56 (-3 TMZ) | 06:20:33:56 (Artemis Clock) | And stand by, we're with you. Go ahead for PCD-3.
08/04/2026 - 16:08:59 (-3 TMZ) | 06:20:33:59 (Artemis Clock) | Evica, we saw that BCD drop off the network. We think it might have been unplugged. Could you please run the wireless script on that BCD?
08/04/2026 - 16:09:04 (-3 TMZ) | 06:20:34:04 (Artemis Clock) | That it in work, Stan. Thank you.
08/04/2026 - 16:35:25 (-3 TMZ) | 06:21:00:25 (Artemis Clock) | Houston, integrity for stowage.
08/04/2026 - 16:35:27 (-3 TMZ) | 06:21:00:27 (Artemis Clock) | Go ahead for stowage.
08/04/2026 - 16:35:50 (-3 TMZ) | 06:21:00:50 (Artemis Clock) | Yes, sir, a third Peltor sportac headset has been deployed to the cabin and batteries have been swapped in two Peltors for a total of four AAA batteries.
08/04/2026 - 16:35:54 (-3 TMZ) | 06:21:00:54 (Artemis Clock) | Copy, thanks for that report.
08/04/2026 - 16:36:08 (-3 TMZ) | 06:21:01:08 (Artemis Clock) | And Christina, while we've got you, for your upcoming exercise, if you want to record that, we think that the problem with the D5's recording stopping at
08/04/2026 - 16:36:34 (-3 TMZ) | 06:21:01:34 (Artemis Clock) | And to clarify, leave the screen off the screen recording. The good news is this recording, Alaska is the full...
08/04/2026 - 16:37:00 (-3 TMZ) | 06:21:02:00 (Artemis Clock) | we're still having overheating issues with the NATGO GoPro Max, and we've just been starting and stopping it and managing it as needed. But if you want to pass that on, no screens are on, so not sure there's a mitigation with that one. And for my exercise, I just...
08/04/2026 - 16:37:25 (-3 TMZ) | 06:21:02:25 (Artemis Clock) | And Christina, copy the NatGeo overheating, and for recording, we are asking for recording of both resistive and aerobic exercise, so we would like you to record your session today.
08/04/2026 - 16:37:37 (-3 TMZ) | 06:21:02:37 (Artemis Clock) | Okay, and apologies, I hadn't seen it in my timeline, but I understand that that's because Reeve's timeline has us swapping. I'm happy to do that. Thank you.
08/04/2026 - 16:44:36 (-3 TMZ) | 06:21:09:36 (Artemis Clock) | Between exercise sessions, between when you're done and Christina starts, we want to put a 25-degree roll on the vehicle. That would be about a one-minute maneuver to an attitude where we think optical comm can see the ground terminal. Now, when we do that roll, we will have only one phased-array antenna.
08/04/2026 - 16:45:02 (-3 TMZ) | 06:21:10:02 (Artemis Clock) | I have a procedure number and some check MCC numbers when you're ready to copy.
08/04/2026 - 16:45:08 (-3 TMZ) | 06:21:10:08 (Artemis Clock) | I am complete with exercise, so you can start that team working in that direction. Go ahead, Stan.
08/04/2026 - 16:45:35 (-3 TMZ) | 06:21:10:35 (Artemis Clock) | Please go to procedure 25.1.100, that's SM Attitude Maneuver. In step 1, you'll answer yes, and I have, there's a check MCC step down there a few lines down. Your point width will be...
08/04/2026 - 16:45:56 (-3 TMZ) | 06:21:10:56 (Artemis Clock) | Z-axis, that's number six, and Omicron is 315. How copy?
08/04/2026 - 16:46:22 (-3 TMZ) | 06:21:11:22 (Artemis Clock) | That's a great readback. So while we're in that attitude, you're looking for caution warning loss of ping, that's number 926, or if you get antenna cautions or warnings, go work.
08/04/2026 - 16:46:27 (-3 TMZ) | 06:21:11:27 (Artemis Clock) | that GNC procedure we just gave you, then if we still don't get combat cued, work the comm messages.
08/04/2026 - 16:46:47 (-3 TMZ) | 06:21:11:47 (Artemis Clock) | I might give it two or three minutes, or do you want us to execute immediately after loss of ping?
08/04/2026 - 16:46:49 (-3 TMZ) | 06:21:11:49 (Artemis Clock) | Two or three minutes, please. Good idea.
08/04/2026 - 16:46:53 (-3 TMZ) | 06:21:11:53 (Artemis Clock) | Get security copies off. We're on it.
08/04/2026 - 16:52:16 (-3 TMZ) | 06:21:17:16 (Artemis Clock) | Integrity maneuver and damping complete. We are go for crew exercise.
08/04/2026 - 16:52:36 (-3 TMZ) | 06:21:17:36 (Artemis Clock) | All right, we copy. Thanks, Dan.
08/04/2026 - 16:55:05 (-3 TMZ) | 06:21:20:05 (Artemis Clock) | Eastern Integrity Vector and I have completed the OIG activity.
08/04/2026 - 16:55:07 (-3 TMZ) | 06:21:20:07 (Artemis Clock) | Copy, OIG, thank you.
08/04/2026 - 16:56:46 (-3 TMZ) | 06:21:21:46 (Artemis Clock) | We have a good optical communication link now. We're watching video from the SAW, but we don't see 4K video. We'd like you to please check the setup.
08/04/2026 - 16:58:13 (-3 TMZ) | 06:21:23:13 (Artemis Clock) | Okay Stan, I checked everything going into the camera, it looks good. I stopped and restarted the stream.
08/04/2026 - 16:58:18 (-3 TMZ) | 06:21:23:18 (Artemis Clock) | Roger, Victor, we're talking about batteries here, just a second.
08/04/2026 - 17:00:32 (-3 TMZ) | 06:21:25:32 (Artemis Clock) | Receiving 4k data at the ground site. We're still working on decoding it in the control center.
08/04/2026 - 17:11:24 (-3 TMZ) | 06:21:36:24 (Artemis Clock) | and for a 4K.
08/04/2026 - 17:11:46 (-3 TMZ) | 06:21:36:46 (Artemis Clock) | Once you're getting 4K data on the ground, we'd like you to check in 26.4.2902 that the IP address is set correctly on the webpage.
08/04/2026 - 17:11:51 (-3 TMZ) | 06:21:36:51 (Artemis Clock) | And actually, that's step three.
08/04/2026 - 17:11:57 (-3 TMZ) | 06:21:36:57 (Artemis Clock) | Okay, checking step three.
08/04/2026 - 17:12:32 (-3 TMZ) | 06:21:37:32 (Artemis Clock) | That's the destination address.
08/04/2026 - 17:13:10 (-3 TMZ) | 06:21:38:10 (Artemis Clock) | of 10.110.1.98.
08/04/2026 - 17:14:25 (-3 TMZ) | 06:21:39:25 (Artemis Clock) | The address.
08/04/2026 - 17:14:47 (-3 TMZ) | 06:21:39:47 (Artemis Clock) | Okay, I'd still like to go check that setting and not do anything with it, but can I have that procedure?
08/04/2026 - 17:14:53 (-3 TMZ) | 06:21:39:53 (Artemis Clock) | Victor, it's 26.4.2902.26.4.2902
08/04/2026 - 17:15:18 (-3 TMZ) | 06:21:40:18 (Artemis Clock) | I will not change anything, but I did not see a reference to this procedure in the previous two activities.
08/04/2026 - 17:15:24 (-3 TMZ) | 06:21:40:24 (Artemis Clock) | Roger. You should not have to get into this particular procedure for the setup. This is troubleshooting.
08/04/2026 - 17:15:44 (-3 TMZ) | 06:21:40:44 (Artemis Clock) | Okay, copy that. That makes sense. Thank you for that. And just for your, what our Mercedes set up for the procedure.
08/04/2026 - 17:15:49 (-3 TMZ) | 06:21:40:49 (Artemis Clock) | Perfect, thank you.
08/04/2026 - 17:26:49 (-3 TMZ) | 06:21:51:49 (Artemis Clock) | Good day Houston, for the crew, we're gonna private up OI2 and flight's gonna give you a call here shortly.
08/04/2026 - 17:27:00 (-3 TMZ) | 06:21:52:00 (Artemis Clock) | Copy, we're switching.
08/04/2026 - 17:33:27 (-3 TMZ) | 06:21:58:27 (Artemis Clock) | We're curious if we can de-configure so that we can take some photos with the 35 millimeter lens.
08/04/2026 - 17:33:30 (-3 TMZ) | 06:21:58:30 (Artemis Clock) | Checking.
08/04/2026 - 17:34:09 (-3 TMZ) | 06:21:59:09 (Artemis Clock) | And, Victor, you can take charge of that camera.
08/04/2026 - 17:43:08 (-3 TMZ) | 06:22:08:08 (Artemis Clock) | If you can confirm that Christina is complete with her exercise, we will maneuver Integrity back to a nominal tail-to-sun attitude.
08/04/2026 - 17:43:27 (-3 TMZ) | 06:22:08:27 (Artemis Clock) | Second.
08/04/2026 - 17:43:33 (-3 TMZ) | 06:22:08:33 (Artemis Clock) | All right, we'll start our two-minute array damping counter and then maneuver you. And of course when we get into our nominal maneuver, you will not have to run the attitude maneuver procedure if there's a loss of comm.
08/04/2026 - 17:43:53 (-3 TMZ) | 06:22:08:53 (Artemis Clock) | Understood, thanks, Dan.
08/04/2026 - 17:46:28 (-3 TMZ) | 06:22:11:28 (Artemis Clock) | Banner Technology stand for Victor and Repress Acoustics.
08/04/2026 - 17:46:48 (-3 TMZ) | 06:22:11:48 (Artemis Clock) | When you start the acoustic monitor, please give us a time hack for the repress acoustic.
08/04/2026 - 17:47:09 (-3 TMZ) | 06:22:12:09 (Artemis Clock) | I restarted it about a minute ago. Copy, let us know.
08/04/2026 - 17:47:49 (-3 TMZ) | 06:22:12:49 (Artemis Clock) | Got it. Thank you, sir.
08/04/2026 - 17:47:52 (-3 TMZ) | 06:22:12:52 (Artemis Clock) | You are welcome.
08/04/2026 - 17:48:13 (-3 TMZ) | 06:22:13:13 (Artemis Clock) | Okay, copy that, Stan. Is the vehicle ready for me to start exercise?
