07/04/2026 - 19:38:12 (-3 TMZ) | 06:00:03:12 (Artemis Clock) | e os aviônicos de propulsão estão configurados.
08/04/2026 - 01:46:41 (-3 TMZ) | 06:06:11:41 (Artemis Clock) | Estamos lá e prontos.
08/04/2026 - 02:00:52 (-3 TMZ) | 06:06:25:52 (Artemis Clock) | Integridade Houston para boa noite número um.
08/04/2026 - 02:01:09 (-3 TMZ) | 06:06:26:09 (Artemis Clock) | Estamos ouvindo uma música suave muito agradável aqui em cima, e estamos prontos para o boa noite número um.
08/04/2026 - 02:01:34 (-3 TMZ) | 06:06:26:34 (Artemis Clock) | Algumas coisas. Normalizamos o OE2, então ele voltou para a configuração nominal. Em seguida, só informando, ajustamos a velocidade do ventilador da cabine. Vocês provavelmente sentiram. E colocamos o ARS de volta em awake. Tínhamos uma pergunta apenas para fins de coleta de dados. Quando vocês nos pedem mudanças na velocidade do ventilador, sabemos que originalmente
08/04/2026 - 02:01:40 (-3 TMZ) | 06:06:26:40 (Artemis Clock) | isso era por temperatura. Desde então, fluxo de ar ou ruído também passaram a influenciar esses pedidos?
08/04/2026 - 02:02:05 (-3 TMZ) | 06:06:27:05 (Artemis Clock) | Eu diria que ambos. Esta cabine está, quero dizer, provavelmente há muitas reuniões acontecendo, mas esta cabine fica muito mais confortável com essas configurações de ventilador, tanto pela sensação de distribuir o ar de forma mais uniforme, porque não é apenas uma ventania de um lado e vidro e operações do outro. Ela simplesmente fica mais confortável em toda a
08/04/2026 - 02:02:25 (-3 TMZ) | 06:06:27:25 (Artemis Clock) | configuração de revolução.
08/04/2026 - 02:02:55 (-3 TMZ) | 06:06:27:55 (Artemis Clock) | para frente.
08/04/2026 - 02:03:01 (-3 TMZ) | 06:06:28:01 (Artemis Clock) | Eu diria para aumentar a velocidade do ventilador no exercício, e depois simplesmente rodar no nominal, e então avisaremos vocês. Mas realmente precisávamos de um pouco mais de circulação esta manhã.
08/04/2026 - 02:03:28 (-3 TMZ) | 06:06:28:28 (Artemis Clock) | Muito obrigado, e só confirmando, a secondary nut está liberada para o próximo.
08/04/2026 - 02:03:32 (-3 TMZ) | 06:06:28:32 (Artemis Clock) | Afirmativo, liberados para descarte durante a noite.
08/04/2026 - 02:03:52 (-3 TMZ) | 06:06:28:52 (Artemis Clock) | Ok, ótimo. Obrigado, Tess. Falaremos com você em um instante.
08/04/2026 - 02:24:57 (-3 TMZ) | 06:06:49:57 (Artemis Clock) | Houston, Integridade para PCD one.
08/04/2026 - 02:25:02 (-3 TMZ) | 06:06:50:02 (Artemis Clock) | Pode falar.
08/04/2026 - 02:25:28 (-3 TMZ) | 06:06:50:28 (Artemis Clock) | Vou ficar hands-off se precisarem. Caso contrário, vou assumir que foi apenas um hiccup, e talvez eu precise recolocar esse cartão microSD novamente.
08/04/2026 - 02:25:53 (-3 TMZ) | 06:06:50:53 (Artemis Clock) | E Reed, não estávamos naquele PCD. Estamos de acordo com seu plano de recolocar esse cartão SD, e se você tiver qualquer outro problema, estamos de prontidão para ajudar.
08/04/2026 - 02:26:18 (-3 TMZ) | 06:06:51:18 (Artemis Clock) | É isso, vamos ligar para vocês em um instante.
08/04/2026 - 02:26:20 (-3 TMZ) | 06:06:51:20 (Artemis Clock) | Tudo parece bom. Boa noite número dois.
08/04/2026 - 02:59:27 (-3 TMZ) | 06:07:24:27 (Artemis Clock) | Integridade Houston para uma checagem rápida.
08/04/2026 - 02:59:47 (-3 TMZ) | 06:07:24:47 (Artemis Clock) | Sim, pode falar, Jess.
08/04/2026 - 02:59:58 (-3 TMZ) | 06:07:24:58 (Artemis Clock) | Ei Reid, estamos vendo um de quatro sensores de temperatura divergindo nos sensores de temperatura do hélio auxiliar do SM. Achamos que é um problema de sensor. Temos três bons. Este quarto está simplesmente se afastando. Mas o caution/warning associado a isso poderia potencialmente...
08/04/2026 - 03:00:10 (-3 TMZ) | 06:07:25:10 (Artemis Clock) | Estimamos que isso vai anunciar em cerca de duas horas na taxa atual de afastamento do centro. Achamos que o QUAD está suprimido. Nós o comandamos assim, mas nossa ferramenta o está mostrando habilitado, então queria passar o QUAD para que você verifique se está suprimido, para que não tocarmos um caution ou warning incorreto em vocês em cerca de duas horas.
08/04/2026 - 03:01:00 (-3 TMZ) | 06:07:26:00 (Artemis Clock) | Nível seis.
08/04/2026 - 03:01:04 (-3 TMZ) | 06:07:26:04 (Artemis Clock) | Fantástico. Obrigado por verificar e fico feliz que não vamos acordar vocês com isso.
08/04/2026 - 03:01:23 (-3 TMZ) | 06:07:26:23 (Artemis Clock) | Tendência de alta durante toda a missão, mas sem mudanças, correto? Apenas uma tendência constante para cima?
08/04/2026 - 03:01:30 (-3 TMZ) | 06:07:26:30 (Artemis Clock) | Verificando.
08/04/2026 - 03:01:40 (-3 TMZ) | 06:07:26:40 (Artemis Clock) | Não, está tudo bem. Tenho quase certeza de que já estamos familiarizados com isso, então sem necessidade, sem necessidade.
08/04/2026 - 03:01:57 (-3 TMZ) | 06:07:26:57 (Artemis Clock) | Sim, e Reed, sua memória está boa. Já havíamos falado sobre isso antes, mas antes era errático, e agora estamos vendo uma tendência linear, então estamos só nos protegendo contra isso.
08/04/2026 - 03:02:03 (-3 TMZ) | 06:07:27:03 (Artemis Clock) | Ok, ótimo. Muito obrigado.
08/04/2026 - 03:02:08 (-3 TMZ) | 06:07:27:08 (Artemis Clock) | Obrigado e boa noite número três.
08/04/2026 - 03:02:29 (-3 TMZ) | 06:07:27:29 (Artemis Clock) | Acho que talvez tenhamos atingido o limite esta noite, veremos. O tempo dirá. Boa noite, pessoal.
08/04/2026 - 06:25:36 (-3 TMZ) | 06:10:50:36 (Artemis Clock) | Por favor façam o que acharem possível com esse caution aí, há algo que possamos fazer para ajudar?
08/04/2026 - 06:25:42 (-3 TMZ) | 06:10:50:42 (Artemis Clock) | Sim.
08/04/2026 - 06:26:01 (-3 TMZ) | 06:10:51:01 (Artemis Clock) | Dormindo, nenhuma ação.
08/04/2026 - 06:26:03 (-3 TMZ) | 06:10:51:03 (Artemis Clock) | Integridade Houston, desculpem por isso. Vocês podem voltar a dormir.
08/04/2026 - 06:26:21 (-3 TMZ) | 06:10:51:21 (Artemis Clock) | Espaço aéreo francês.
08/04/2026 - 12:36:39 (-3 TMZ) | 06:17:01:39 (Artemis Clock) | Seus amigos e colegas da Agência Espacial Canadense desejam a vocês mais um grande dia na viagem. Canadenses em todos os lugares estão inspirados pela jornada de vocês, e estamos com vocês a cada passo do caminho. Vamos nessa!
08/04/2026 - 12:58:33 (-3 TMZ) | 06:17:23:33 (Artemis Clock) | Houston, Integridade 01, o PCD-1 foi desligado e reiniciado. Se isso ajudar, vocês podem ver que eu não tenho nenhum dado novo ali, então deem uma olhada, por favor.
08/04/2026 - 12:58:53 (-3 TMZ) | 06:17:23:53 (Artemis Clock) | Vou passar um delta rápido de timeline para vocês. Precisamos privatizar o OE-2 no MET 1840 para uma conferência rápida sobre o clima. Isso está ok?
08/04/2026 - 12:59:14 (-3 TMZ) | 06:17:24:14 (Artemis Clock) | Ok, e então, em conformidade, vamos adiar o power cycle do ACU até depois que isso terminar.
08/04/2026 - 12:59:33 (-3 TMZ) | 06:17:24:33 (Artemis Clock) | mas vamos verificar e não há problema com nada disso. Obrigado, Mark.
08/04/2026 - 12:59:37 (-3 TMZ) | 06:17:24:37 (Artemis Clock) | À disposição.
08/04/2026 - 13:03:38 (-3 TMZ) | 06:17:28:38 (Artemis Clock) | Integridade Houston para Reed, vamos seguir agora com a sincronização do seu PCD e do seu e-mail.
08/04/2026 - 13:03:58 (-3 TMZ) | 06:17:28:58 (Artemis Clock) | Ok, recebemos, e imagino que isso signifique hands off email. Tem alguma outra restrição, ou apenas hands off email? Sim, apenas hands off email.
08/04/2026 - 13:04:19 (-3 TMZ) | 06:17:29:19 (Artemis Clock) | Ok, sim, obrigado, apreciamos isso.
08/04/2026 - 13:23:44 (-3 TMZ) | 06:17:48:44 (Artemis Clock) | Houston, Integridade sobre carregamento de bateria e .
08/04/2026 - 13:23:50 (-3 TMZ) | 06:17:48:50 (Artemis Clock) | Pode falar, Reed. Equipe Orbit, dial one, agora está com vocês.
08/04/2026 - 13:24:36 (-3 TMZ) | 06:17:49:36 (Artemis Clock) | E lead, pode prosseguir. Equipe Orbit one agora está com vocês.
08/04/2026 - 13:25:11 (-3 TMZ) | 06:17:50:11 (Artemis Clock) | Houston, Integridade, vocês estão no canal um. Checagem de rádio.
08/04/2026 - 13:25:13 (-3 TMZ) | 06:17:50:13 (Artemis Clock) | Reed, estamos ouvindo vocês alto e claro, e vocês?
08/04/2026 - 13:25:32 (-3 TMZ) | 06:17:50:32 (Artemis Clock) | Sobre a câmera de acoplagem, sei que vamos usá-la periodicamente hoje, mas quando ela não estiver sendo usada, existe alguma chance de podermos desligá-la e conectar a régua de alimentação USB-C? Estamos ficando um pouco baixos em algumas das baterias dos periféricos.
08/04/2026 - 13:25:51 (-3 TMZ) | 06:17:50:51 (Artemis Clock) | E verificando a docking cam.
08/04/2026 - 13:25:53 (-3 TMZ) | 06:17:50:53 (Artemis Clock) | Ok, obrigado.
08/04/2026 - 13:26:37 (-3 TMZ) | 06:17:51:37 (Artemis Clock) | E Reed, vamos usar a docking cam por mais 30 minutos. Depois disso vocês podem desligá-la e usar o carregador USB.
08/04/2026 - 13:26:57 (-3 TMZ) | 06:17:51:57 (Artemis Clock) | Ok, isso parece ótimo Stan, só nos avisem quando pudermos fazer isso. Obrigado. Faremos isso.
08/04/2026 - 13:44:09 (-3 TMZ) | 06:18:09:09 (Artemis Clock) | Integridade Houston para Reed. A atualização do BCD-1 está concluída. Liberado para uso e e-mail.
08/04/2026 - 13:44:33 (-3 TMZ) | 06:18:09:33 (Artemis Clock) | Também tínhamos alguns itens para PAO de ontem na imagery for downlink naquele PCD, três pastas com GMT097. Esperamos que vocês tenham baixado isso, mas não vejo a marca de downloaded nelas.
08/04/2026 - 13:44:53 (-3 TMZ) | 06:18:09:53 (Artemis Clock) | Reid vai começar a baixar isso agora.
08/04/2026 - 14:00:26 (-3 TMZ) | 06:18:25:26 (Artemis Clock) | Integridade Houston para docking cam power.
08/04/2026 - 14:00:47 (-3 TMZ) | 06:18:25:47 (Artemis Clock) | A docking cam está desligada, vocês podem desconectá-la e ligar o carregador USB. Se forem tirar a câmera, por favor deixem o suporte instalado.
08/04/2026 - 14:01:08 (-3 TMZ) | 06:18:26:08 (Artemis Clock) | Sim, com certeza. Vamos deixar a docking cam instalada na maior parte do dia hoje. Não espero que a retiremos, mas avisaremos se fizermos isso. Obrigado, estamos desligando agora.
08/04/2026 - 14:01:13 (-3 TMZ) | 06:18:26:13 (Artemis Clock) | Roger.
08/04/2026 - 14:15:13 (-3 TMZ) | 06:18:40:13 (Artemis Clock) | Integridade Houston, estamos prontos para o weather brief de vocês no Private Orion to Earth 2.
08/04/2026 - 14:43:59 (-3 TMZ) | 06:19:08:59 (Artemis Clock) | Houston e AgraD, vocês querem o downlink ou não esta manhã?
08/04/2026 - 14:44:20 (-3 TMZ) | 06:19:09:20 (Artemis Clock) | Ann, sempre adoramos ver vocês, mas não teremos largura de banda. Aguardem.
08/04/2026 - 14:44:40 (-3 TMZ) | 06:19:09:40 (Artemis Clock) | Tudo bem, fizemos o uplink disso. Adoraríamos o vídeo de vocês. Vamos interromper algum download de arquivos para conseguir isso.
08/04/2026 - 14:44:46 (-3 TMZ) | 06:19:09:46 (Artemis Clock) | Ok, parece bom. Vamos ligar isso no próximo minuto ou dois.
08/04/2026 - 14:44:51 (-3 TMZ) | 06:19:09:51 (Artemis Clock) | Ansiosos por isso.
08/04/2026 - 14:49:03 (-3 TMZ) | 06:19:14:03 (Artemis Clock) | Integridade, estamos com o vídeo de vocês a bordo, vocês estão ótimos.
08/04/2026 - 14:49:23 (-3 TMZ) | 06:19:14:23 (Artemis Clock) | E vemos seus acenos e joinhas.
08/04/2026 - 14:55:35 (-3 TMZ) | 06:19:20:35 (Artemis Clock) | Houston, Integridade, estamos aqui com vocês para o DPC.
08/04/2026 - 14:56:04 (-3 TMZ) | 06:19:21:04 (Artemis Clock) | atualização a bordo há cerca de 30 minutos. Além disso, a deriva do relógio da Orion foi muito pequena, quase exatamente zero na entrada. Sobre a timeline, Victor, primeiro item para você quando estiver pronto para copiar.
08/04/2026 - 14:56:31 (-3 TMZ) | 06:19:21:31 (Artemis Clock) | Então gostaríamos de fazer uma mudança na sua atividade de flywheel accel stow mais tarde hoje. Não tivemos chance de colocar isso na timeline. Então, antes de trabalhar no flywheel accel stow, por favor ligue ambos os acelerômetros. Deixe-os ligados por cinco minutos.
08/04/2026 - 14:56:51 (-3 TMZ) | 06:19:21:51 (Artemis Clock) | Acessem os dados durante esses cinco minutos. Como copiaram?
08/04/2026 - 14:57:17 (-3 TMZ) | 06:19:22:17 (Artemis Clock) | Você precisa tirar isso e deixá-lo visível para a coletiva de imprensa depois do almoço, no MET 7 dias, 3 horas, 10 minutos. Essa bandeira está no Locker Bravo 2, TBB B2, rotulada OFK MSB bags and contingency tools. Eles vão comentar sobre as MSB bags. Por preocupação microbiana, por favor não
08/04/2026 - 14:57:36 (-3 TMZ) | 06:19:22:36 (Artemis Clock) | exibam a bandeira sem abrir a bolsa.
08/04/2026 - 14:58:03 (-3 TMZ) | 06:19:23:03 (Artemis Clock) | Tudo bem, pergunta número um: qual PCD tem as imagens das observações oportunísticas de ontem?
08/04/2026 - 14:58:28 (-3 TMZ) | 06:19:23:28 (Artemis Clock) | Achei que tinha colocado isso na crew note do evento. Deixe-me pensar sobre isso. Como PCD rover, não tenho 100% de certeza neste momento. Vou verificar e avisar vocês. Qual é a próxima pergunta? Recebido. Vamos para a próxima pergunta. Vimos a sua...
08/04/2026 - 14:58:51 (-3 TMZ) | 06:19:23:51 (Artemis Clock) | Você sabe se existe um ou não? Sim, eu adicionei isso. Era o serial number 15, e também posso verificar isso nesse TCD e avisar vocês.
08/04/2026 - 14:59:17 (-3 TMZ) | 06:19:24:17 (Artemis Clock) | Entre 19:55 e 19:45, temos duas atividades sobrepostas para o vídeo 4K do Victor e o urine vent da câmera D5 da Christina, que exigem que vocês dois usem a mesma lente da câmera, então pedimos desculpas por não termos percebido esse conflito.
08/04/2026 - 14:59:23 (-3 TMZ) | 06:19:24:23 (Artemis Clock) | Vocês podem passar a lente em tempo real, ou se não for prático, está tudo bem o Victor usar a lente de 35 milímetros.
08/04/2026 - 14:59:48 (-3 TMZ) | 06:19:24:48 (Artemis Clock) | Ok, estamos bem com isso. Ótimo, e vemos a bandeira. Obrigado por tirar isso. Reed, você pode nos dizer a que horas tirou as fotos históricas para coleta de satélite esta manhã?
08/04/2026 - 15:00:20 (-3 TMZ) | 06:19:25:20 (Artemis Clock) | Vamos ter que fazer isso com um timestamp posterior. Roger. Em seguida, um favor para o console pop quando estiver pronto para copiar números.
08/04/2026 - 15:01:00 (-3 TMZ) | 06:19:26:00 (Artemis Clock) | 2214 até 2226, isso é 2214 até 2226, mas não 2222. Gostaríamos que todos esses 12 ficassem inibidos, se estiverem dessa forma.
08/04/2026 - 15:01:05 (-3 TMZ) | 06:19:26:05 (Artemis Clock) | Você pode simplesmente dizer que estão todos inibidos, não precisa chamá-los individualmente.
08/04/2026 - 15:01:32 (-3 TMZ) | 06:19:26:32 (Artemis Clock) | Sim, por favor, essa foi uma boa repetição. Já chegando ao fim aqui, vocês dispensaram alguma água da linha secundária ontem por volta de
08/04/2026 - 15:01:37 (-3 TMZ) | 06:19:26:37 (Artemis Clock) | desta vez vimos cerca de 350 mL saírem do tanque.
08/04/2026 - 15:02:05 (-3 TMZ) | 06:19:27:05 (Artemis Clock) | Roger, sem problema.
08/04/2026 - 15:02:08 (-3 TMZ) | 06:19:27:08 (Artemis Clock) | Vocês podem, por favor, nos dar uma leitura do manômetro de pressão da escotilha em psi?
08/04/2026 - 15:02:35 (-3 TMZ) | 06:19:27:35 (Artemis Clock) | Recebido, pouco acima de 2.000. Obrigado. Isso é tudo o que temos para vocês. O que vocês têm para nós? Temos algumas leituras AGA, CO2 2,3, O2 27.
08/04/2026 - 15:03:01 (-3 TMZ) | 06:19:28:01 (Artemis Clock) | Está tudo aceso, exceto o número 14 na segunda fila. E então, a D5, caso vocês tenham alguma ideia. Algumas vezes ontem, quando gravávamos exercício, não tínhamos certeza de que havíamos realmente iniciado as gravações e a câmera não foi esbarrada, mas ela...
08/04/2026 - 15:03:26 (-3 TMZ) | 06:19:28:26 (Artemis Clock) | Recebido, AGA avatar e comportamento misterioso da D5. Vamos verificar isso.
08/04/2026 - 15:03:53 (-3 TMZ) | 06:19:28:53 (Artemis Clock) | ver as fotos da equipe no resumo diário. Isso realmente nos animou, e estamos ansiosos para ver mais fotos um e dois amanhã, espero. Roger isso. Obrigado por essas palavras.
08/04/2026 - 15:04:03 (-3 TMZ) | 06:19:29:03 (Artemis Clock) | Vocês são um grupo de ótima aparência. Tudo bem, estamos prontos para ir à luta. Por favor, façam isso. Estaremos observando e esperando para ajudar.
08/04/2026 - 15:08:28 (-3 TMZ) | 06:19:33:28 (Artemis Clock) | Houston, Integridade, com respostas e uma pergunta.
08/04/2026 - 15:08:32 (-3 TMZ) | 06:19:33:32 (Artemis Clock) | Estamos ouvindo.
08/04/2026 - 15:08:58 (-3 TMZ) | 06:19:33:58 (Artemis Clock) | Ambos, do serial card, serial number 015, estão no PCD3. Todos os nossos PCDs estavam cheios, mas conseguimos colocá-los ali, e começaremos a apagar algumas das pastas marcadas como downlinked para abrir espaço.
08/04/2026 - 15:09:24 (-3 TMZ) | 06:19:34:24 (Artemis Clock) | Target 2226, sem incluir 2222. E terceira pergunta para vocês: estou vendo que hoje tenho o questionário acústico do banheiro. Completei essa atividade ontem na minha timeline e deixei uma crew note. Me avisem.
08/04/2026 - 15:09:44 (-3 TMZ) | 06:19:34:44 (Artemis Clock) | Obrigado.
08/04/2026 - 15:10:10 (-3 TMZ) | 06:19:35:10 (Artemis Clock) | Ainda vou procurar isso. Tenho que resolver esses dois. Não vou esquecer. Talvez. Não se preocupem, a ciência não vai esquecer.
08/04/2026 - 15:15:36 (-3 TMZ) | 06:19:40:36 (Artemis Clock) | problema da E5 que vocês relataram.
08/04/2026 - 15:15:38 (-3 TMZ) | 06:19:40:38 (Artemis Clock) | Pode fazer a pergunta.
08/04/2026 - 15:15:48 (-3 TMZ) | 06:19:40:48 (Artemis Clock) | Então entendemos que pelo menos duas vezes vocês configuraram uma gravação que parou sozinha aos quatro minutos. Estamos quebrando a cabeça com isso. Vocês chegaram a ter alguma gravação que durou mais do que isso?
08/04/2026 - 15:16:11 (-3 TMZ) | 06:19:41:11 (Artemis Clock) | Achamos que tivemos pelo menos duas sessões que foram bem-sucedidas durante toda a duração da sessão de exercício, e pelo menos duas que ficaram entre três e quatro minutos.
08/04/2026 - 15:16:32 (-3 TMZ) | 06:19:41:32 (Artemis Clock) | as paradas de quatro minutos que vocês relataram, ou o que aconteceu primeiro, acho, é o que queremos saber.
08/04/2026 - 15:16:57 (-3 TMZ) | 06:19:41:57 (Artemis Clock) | 3 minutos e 18 segundos ou algo assim. Então não tentei mais nada. Não reconfigurei e segui em frente, e outra pessoa fez uma sessão e conseguiu obter a duração completa. E então outra sessão aconteceu e ficou entre 3 e 4 minutos. Então não sei ao certo, mas todas foram na mesma D5, a que está atualmente configurada com a lente grande-angular, a D5 curta.
08/04/2026 - 15:17:17 (-3 TMZ) | 06:19:42:17 (Artemis Clock) | Usem a outra D5 para gravar exercício.
08/04/2026 - 15:17:38 (-3 TMZ) | 06:19:42:38 (Artemis Clock) | Ok Stanton, faremos isso. Obrigado.
08/04/2026 - 15:20:03 (-3 TMZ) | 06:19:45:03 (Artemis Clock) | sobre localização da foto e perguntas do DOTO. Pode falar.
08/04/2026 - 15:20:34 (-3 TMZ) | 06:19:45:34 (Artemis Clock) | Temos o Sol diretamente pela janela 3 agora e pela janela 1. A vista que parecia ótima para imagear o evento agora está completamente lavada. Verifiquei e parece que não estamos numa manobra. Então alguma ideia de
08/04/2026 - 15:20:40 (-3 TMZ) | 06:19:45:40 (Artemis Clock) | como podemos concluir isso da melhor forma?
08/04/2026 - 15:21:00 (-3 TMZ) | 06:19:46:00 (Artemis Clock) | Unidade quatro, não três e um.
08/04/2026 - 15:24:18 (-3 TMZ) | 06:19:49:18 (Artemis Clock) | E Christina, mais uma coisa para o evento do fim de ano: as imagens são consideradas algo bom de ter, então se você não conseguir boas fotos, não se preocupe; a visão principal vem do SAW.
08/04/2026 - 15:24:43 (-3 TMZ) | 06:19:49:43 (Artemis Clock) | Obrigado, Christina, isso é excelente.
08/04/2026 - 15:25:57 (-3 TMZ) | 06:19:50:57 (Artemis Clock) | Houston, o evento vai começar em cerca de vinte segundos. Roger.
08/04/2026 - 15:26:55 (-3 TMZ) | 06:19:51:55 (Artemis Clock) | Temos uma boa vista pelas janelas. A vista da câmera da tripulação está apenas razoável, e estou aguardando o go de vocês. Vou parar a gravação.
08/04/2026 - 15:26:58 (-3 TMZ) | 06:19:51:58 (Artemis Clock) | Roger, e a vista do SAW é de tirar o fôlego.
08/04/2026 - 15:27:15 (-3 TMZ) | 06:19:52:15 (Artemis Clock) | Nós adoramos uma boa nevasca.
08/04/2026 - 15:27:21 (-3 TMZ) | 06:19:52:21 (Artemis Clock) | Quanto menos se falar sobre a neve, melhor.
08/04/2026 - 15:27:27 (-3 TMZ) | 06:19:52:27 (Artemis Clock) | E Integridade, estamos prontos para parar a gravação.
08/04/2026 - 15:28:13 (-3 TMZ) | 06:19:53:13 (Artemis Clock) | porque isso vai encerrar a gravação ao pressionar o botão de gravar.
08/04/2026 - 15:28:33 (-3 TMZ) | 06:19:53:33 (Artemis Clock) | De qualquer forma, isso não importa.
08/04/2026 - 15:28:35 (-3 TMZ) | 06:19:53:35 (Artemis Clock) | Christina, sem problemas, e gostamos do seu plano daqui para frente.
08/04/2026 - 15:28:40 (-3 TMZ) | 06:19:53:40 (Artemis Clock) | Obrigado.
08/04/2026 - 15:29:47 (-3 TMZ) | 06:19:54:47 (Artemis Clock) | Houston, Integridade, estamos acenando para vocês pela janela dois. Há um lindo pequeno crescente azul lá fora.
08/04/2026 - 15:30:07 (-3 TMZ) | 06:19:55:07 (Artemis Clock) | Obrigado, não conseguimos distinguir vocês direito, mas apreciamos a intenção.
08/04/2026 - 15:30:13 (-3 TMZ) | 06:19:55:13 (Artemis Clock) | Estamos trabalhando para mudar isso. Obrigado, Stan. E já que estamos com você, podemos fazer outro jump só para nossos propósitos?
08/04/2026 - 15:30:17 (-3 TMZ) | 06:19:55:17 (Artemis Clock) | Sim, podem. Por favor façam.
08/04/2026 - 15:30:20 (-3 TMZ) | 06:19:55:20 (Artemis Clock) | Obrigado, senhor.
08/04/2026 - 15:36:20 (-3 TMZ) | 06:20:01:20 (Artemis Clock) | Houston, Integridade, pronta para o teste de downlink 4K.
08/04/2026 - 15:36:41 (-3 TMZ) | 06:20:01:41 (Artemis Clock) | vocês estão ok para configurar isso. Estamos verificando quanto tempo vai levar para ganhar opcom.
08/04/2026 - 15:36:48 (-3 TMZ) | 06:20:01:48 (Artemis Clock) | Ok, está tudo configurado, então apenas me chamem quando estiverem prontos para eu iniciar o stream.
08/04/2026 - 15:37:08 (-3 TMZ) | 06:20:02:08 (Artemis Clock) | Roger, essa é uma boa configuração.
08/04/2026 - 15:39:03 (-3 TMZ) | 06:20:04:03 (Artemis Clock) | Houston, Integridade, sobre filmes DSTO.
08/04/2026 - 15:39:08 (-3 TMZ) | 06:20:04:08 (Artemis Clock) | Pode falar.
08/04/2026 - 15:39:34 (-3 TMZ) | 06:20:04:34 (Artemis Clock) | Nós gravamos, e o segundo vídeo tem uma estrela, algo roubando a cena, que é a Terra em crescente entrando pela direita. Imagino que vocês vão gostar disso. Não vou colocá-los em images for downlink, então vocês os verão no solo.
08/04/2026 - 15:39:40 (-3 TMZ) | 06:20:04:40 (Artemis Clock) | Excelente, obrigado.
08/04/2026 - 15:40:47 (-3 TMZ) | 06:20:05:47 (Artemis Clock) | Integridade Houston para Victor, você pode iniciar o stream 4K.
08/04/2026 - 15:42:54 (-3 TMZ) | 06:20:07:54 (Artemis Clock) | Não é uma vista muito boa. Talvez possamos trocar as lentes e passar a grande-angular para vocês, se conseguirmos.
08/04/2026 - 15:42:58 (-3 TMZ) | 06:20:07:58 (Artemis Clock) | Acho que vamos usar isso para o nosso exercício, então me avisem o que acham deste vídeo, e estou pronto para as checagens de áudio nisso.
08/04/2026 - 15:43:18 (-3 TMZ) | 06:20:08:18 (Artemis Clock) | Agradecemos isso, e avisaremos quando o 4K estiver travado.
08/04/2026 - 15:46:31 (-3 TMZ) | 06:20:11:31 (Artemis Clock) | Houston, Integridade, uma pergunta rápida sobre o exercício do Reed.
08/04/2026 - 15:47:05 (-3 TMZ) | 06:20:12:05 (Artemis Clock) | Este foi um dia incrível aqui. Ei, pode confirmar que este é o meu último exercício na missão? Isso vai me ajudar com a gestão do stowage. Reed, isso está correto.
08/04/2026 - 15:47:10 (-3 TMZ) | 06:20:12:10 (Artemis Clock) | Ok, obrigado, Dan.
08/04/2026 - 15:47:16 (-3 TMZ) | 06:20:12:16 (Artemis Clock) | E, só para constar, o exercício de hoje é o último exercício para todos os tripulantes. A partir de amanhã, não teremos mais tempo para isso.
08/04/2026 - 16:00:16 (-3 TMZ) | 06:20:25:16 (Artemis Clock) | Houston, Integridade, confirmem que vocês estão em uma boa configuração para eu começar o exercício aeróbico.
08/04/2026 - 16:00:20 (-3 TMZ) | 06:20:25:20 (Artemis Clock) | Estamos prontos para você começar o exercício.
08/04/2026 - 16:05:50 (-3 TMZ) | 06:20:30:50 (Artemis Clock) | Deixem o vídeo rodando e me chamem quando estiverem prontos. Vamos seguir em frente e começar a nos preparar para o ORGDFTO.
08/04/2026 - 16:05:57 (-3 TMZ) | 06:20:30:57 (Artemis Clock) | Victor, esse é um bom plano.
08/04/2026 - 16:08:56 (-3 TMZ) | 06:20:33:56 (Artemis Clock) | E aguardem, estamos com vocês. Pode falar sobre o PCD-3.
08/04/2026 - 16:08:59 (-3 TMZ) | 06:20:33:59 (Artemis Clock) | Evica, vimos que o BCD caiu da rede. Achamos que ele pode ter sido desconectado. Você poderia, por favor, executar o script wireless nesse BCD?
08/04/2026 - 16:09:04 (-3 TMZ) | 06:20:34:04 (Artemis Clock) | Isso já está em andamento, Stan. Obrigado.
08/04/2026 - 16:35:25 (-3 TMZ) | 06:21:00:25 (Artemis Clock) | Houston, Integridade, sobre stowage.
08/04/2026 - 16:35:27 (-3 TMZ) | 06:21:00:27 (Artemis Clock) | Pode falar sobre stowage.
08/04/2026 - 16:35:50 (-3 TMZ) | 06:21:00:50 (Artemis Clock) | Sim, senhor, um terceiro headset Peltor SportTac foi colocado na cabine e foram trocadas as baterias em dois Peltors, totalizando quatro pilhas AAA.
08/04/2026 - 16:35:54 (-3 TMZ) | 06:21:00:54 (Artemis Clock) | Recebido, obrigado por esse relatório.
08/04/2026 - 16:36:08 (-3 TMZ) | 06:21:01:08 (Artemis Clock) | E Christina, já que estamos com você, para seu próximo exercício, se quiser gravá-lo, achamos que o problema da gravação da D5 parar em
08/04/2026 - 16:36:34 (-3 TMZ) | 06:21:01:34 (Artemis Clock) | E para esclarecer, deixe a tela desligada durante a gravação. A boa notícia é que esta gravação, Alasca, é a completa...
08/04/2026 - 16:37:00 (-3 TMZ) | 06:21:02:00 (Artemis Clock) | ainda estamos tendo problemas de superaquecimento com a NatGeo GoPro Max, e temos apenas iniciado e parado ela conforme necessário. Mas se quiserem repassar isso, nenhuma tela está ligada, então não sei se há uma mitigação para essa. E para o meu exercício, eu apenas...
